customer_name,customer_key,custome_number,Age,Age_group,cx_segment,last_order_date,recency,total_orders,total_sales,total_quantity,total_products,lifespan,AOV,AMS
Mario Moyer,12421,AW00023420,50,50 and Above,Regular,2013-06-21,146,2,4144,2,2,157,2072,26.3949044585987
Mario Nath,5391,AW00016390,52,50 and Above,Regular,2013-04-10,148,2,4658,3,2,159,2329,29.2955974842767
Mario Pal,6825,AW00017824,57,50 and Above,Regular,2013-05-31,147,2,4334,6,6,155,2167,27.9612903225806
Mario Rai,3365,AW00014364,47,40 - 49,Regular,2013-06-15,146,2,1893,4,4,156,946,12.1346153846154
Mario Raje,9428,AW00020427,67,50 and Above,VIP,2013-08-19,144,2,5314,3,3,165,2657,32.2060606060606
Mario Raji,17696,AW00028695,49,40 - 49,Regular,2013-07-14,145,1,2419,2,2,145,2419,16.6827586206897
Mario Shan,14272,AW00025271,65,50 and Above,Regular,2013-08-28,144,2,1854,3,3,174,927,10.6551724137931
Mario Sharma,14929,AW00025928,72,50 and Above,Regular,2013-11-04,141,2,1316,6,6,165,658,7.97575757575758
Mario She,408,AW00011407,68,50 and Above,Regular,2013-06-23,146,1,54,1,1,146,54,0.36986301369863
Mario Shen,7803,AW00018802,43,40 - 49,Regular,2013-11-26,141,1,1794,4,4,141,1794,12.7234042553191
Mario Tang,2168,AW00013167,45,40 - 49,Regular,2013-11-06,141,1,42,3,3,141,42,0.297872340425532
Mario Xie,2688,AW00013687,46,40 - 49,VIP,2013-08-28,144,2,5873,2,2,174,2936,33.7528735632184
Mario Xu,15412,AW00026411,69,50 and Above,Regular,2013-03-01,149,1,59,2,2,149,59,0.395973154362416
Marissa Barnes,12702,AW00023701,74,50 and Above,Regular,2013-09-29,143,1,589,4,4,143,589,4.11888111888112
Marissa Bennett,17806,AW00028805,47,40 - 49,Regular,2011-06-25,170,1,3578,1,1,170,3578,21.0470588235294
Marissa Bryant,17893,AW00028892,75,50 and Above,Regular,2013-08-14,144,1,21,1,1,144,21,0.145833333333333
Marissa Butler,3591,AW00014590,48,40 - 49,Regular,2013-07-14,145,2,1597,5,5,173,798,9.23121387283237
Marissa Coleman,14897,AW00025896,67,50 and Above,Regular,2013-06-25,146,1,122,4,4,146,122,0.835616438356164
Marissa Diaz,18266,AW00029265,83,50 and Above,Regular,2013-10-09,142,2,4320,2,2,169,2160,25.5621301775148
Marissa Flores,4999,AW00015998,83,50 and Above,Regular,2013-09-08,143,1,2372,3,3,143,2372,16.5874125874126
Marissa Foster,6487,AW00017486,42,40 - 49,Regular,2013-04-29,148,1,90,3,3,148,90,0.608108108108108
Marissa Gonzales,5463,AW00016462,45,40 - 49,Regular,2014-01-10,139,1,49,2,2,139,49,0.352517985611511
Marissa Griffin,14292,AW00025291,52,50 and Above,Regular,2013-12-20,140,1,39,3,3,140,39,0.278571428571429
Marissa Hayes,16545,AW00027544,58,50 and Above,Regular,2012-12-19,152,1,2071,1,1,152,2071,13.625
Marissa Henderson,2817,AW00013816,40,40 - 49,Regular,2013-08-30,144,2,261,9,9,148,130,1.76351351351351
Marissa Hughes,13727,AW00024726,45,40 - 49,Regular,2013-09-02,143,1,72,3,3,143,72,0.503496503496504
Marissa Long,14081,AW00025080,52,50 and Above,Regular,2013-05-09,147,1,2433,4,4,147,2433,16.5510204081633
Marissa Perry,10931,AW00021930,41,40 - 49,Regular,2013-12-12,140,1,1233,4,4,140,1233,8.80714285714286
Marissa Powell,16678,AW00027677,68,50 and Above,Regular,2013-07-22,145,1,84,3,3,145,84,0.579310344827586
Marissa Price,4827,AW00015826,41,40 - 49,Regular,2014-01-21,139,4,185,10,10,150,46,1.23333333333333
Marissa Ross,16093,AW00027092,43,40 - 49,Regular,2013-09-08,143,2,4519,5,5,155,2259,29.1548387096774
Marissa Simmons,11040,AW00022039,46,40 - 49,Regular,2013-12-13,140,1,35,2,2,140,35,0.25
Marissa Washington,13392,AW00024391,64,50 and Above,Regular,2013-05-30,147,1,43,3,3,147,43,0.292517006802721
Marissa Wood,3387,AW00014386,73,50 and Above,Regular,2013-06-23,146,2,1917,5,5,154,958,12.4480519480519
Mark Bebbington,15013,AW00026012,56,50 and Above,VIP,2013-07-05,145,2,5794,3,3,166,2897,34.9036144578313
Marshall Andersen,4787,AW00015786,57,50 and Above,Regular,2013-11-12,141,2,4366,3,3,152,2183,28.7236842105263
Marshall Ashe,17933,AW00028932,40,40 - 49,Regular,2013-12-12,140,1,94,3,3,140,94,0.671428571428571
Marshall Black,4451,AW00015450,84,50 and Above,Regular,2013-03-01,149,1,32,3,3,149,32,0.214765100671141
Marshall Cai,14780,AW00025779,70,50 and Above,Regular,2013-01-03,151,1,2480,3,3,151,2480,16.4238410596026
Marshall Chander,8091,AW00019090,46,40 - 49,Regular,2013-11-14,141,2,59,3,3,150,29,0.393333333333333
Marshall Chavez,228,AW00011227,63,50 and Above,VIP,2013-02-10,150,2,5910,5,5,168,2955,35.1785714285714
Marshall Chen,8038,AW00019037,64,50 and Above,Regular,2013-10-04,142,2,4858,3,3,152,2429,31.9605263157895
Marshall Deng,4955,AW00015954,45,40 - 49,Regular,2013-09-14,143,2,3118,4,4,152,1559,20.5131578947368
Marshall Gao,14783,AW00025782,68,50 and Above,Regular,2013-05-28,147,1,59,2,2,147,59,0.401360544217687
Marshall Goel,16692,AW00027691,53,50 and Above,Regular,2013-09-05,143,1,604,2,2,143,604,4.22377622377622
Marshall Guo,13750,AW00024749,46,40 - 49,Regular,2013-09-24,143,1,65,3,3,143,65,0.454545454545455
Marshall He,13192,AW00024191,59,50 and Above,Regular,2013-10-10,142,1,540,1,1,142,540,3.80281690140845
Marshall Hu,15798,AW00026797,71,50 and Above,Regular,2013-11-10,141,2,1957,3,3,154,978,12.7077922077922
Marshall Huang,2612,AW00013611,72,50 and Above,Regular,2014-01-05,139,1,39,3,3,139,39,0.280575539568345
Marshall Jai,4533,AW00015532,57,50 and Above,Regular,2013-12-17,140,2,1589,5,5,156,794,10.1858974358974
Marshall Kumar,2881,AW00013880,52,50 and Above,Regular,2013-07-07,145,1,72,2,2,145,72,0.496551724137931
Marshall Lal,17089,AW00028088,41,40 - 49,Regular,2011-03-06,173,1,3578,1,1,173,3578,20.6820809248555
Marshall Li,1688,AW00012687,48,40 - 49,VIP,2013-10-19,142,3,6805,4,4,161,2268,42.2670807453416
Marshall Liang,14448,AW00025447,52,50 and Above,Regular,2013-10-30,142,1,1164,3,3,142,1164,8.19718309859155
Marshall Lin,5823,AW00016822,61,50 and Above,VIP,2013-09-16,143,3,7176,6,6,159,2392,45.1320754716981
Marshall Liu,14738,AW00025737,43,40 - 49,Regular,2013-09-10,143,1,1765,4,4,143,1765,12.3426573426573
Marshall Lu,11629,AW00022628,52,50 and Above,Regular,2013-06-04,146,1,563,4,4,146,563,3.85616438356164
Marshall Luo,8381,AW00019380,44,40 - 49,Regular,2013-02-17,150,2,1934,5,5,156,967,12.3974358974359
Marshall Nara,9769,AW00020768,62,50 and Above,Regular,2013-09-19,143,1,1170,2,2,143,1170,8.18181818181818
Marshall Rai,14904,AW00025903,68,50 and Above,VIP,2013-06-05,146,2,5773,4,4,172,2886,33.5639534883721
Marshall Raje,8268,AW00019267,41,40 - 49,Regular,2013-12-15,140,1,42,3,3,140,42,0.3
Marshall Raji,16176,AW00027175,48,40 - 49,Regular,2013-11-16,141,1,565,3,3,141,565,4.00709219858156
Marshall Shan,11804,AW00022803,65,50 and Above,Regular,2013-12-20,140,1,2365,3,3,140,2365,16.8928571428571
Marshall She,7708,AW00018707,51,50 and Above,Regular,2013-09-15,143,2,123,4,4,150,61,0.82
Marshall Shen,2389,AW00013388,70,50 and Above,Regular,2013-03-05,149,1,107,3,3,149,107,0.718120805369127
Marshall Sun,1957,AW00012956,52,50 and Above,Regular,2013-10-26,142,2,108,5,5,146,54,0.73972602739726
Marshall Sutton,9863,AW00020862,45,40 - 49,Regular,2013-07-21,145,2,3240,4,4,159,1620,20.377358490566
Marshall Wang,343,AW00011342,52,50 and Above,Regular,2013-07-12,145,1,49,3,3,145,49,0.337931034482759
Marshall Wu,4591,AW00015590,51,50 and Above,Regular,2013-10-28,142,2,4440,6,6,153,2220,29.0196078431373
Marshall Xie,8797,AW00019796,61,50 and Above,Regular,2014-01-12,139,2,98,6,6,150,49,0.653333333333333
Marshall Xu,14748,AW00025747,50,50 and Above,Regular,2013-03-14,149,1,540,1,1,149,540,3.6241610738255
Marshall Xu,15688,AW00026687,55,50 and Above,Regular,2013-07-02,145,1,25,1,1,145,25,0.172413793103448
Marshall Yang,1565,AW00012564,79,50 and Above,Regular,2013-11-16,141,2,110,5,5,149,55,0.738255033557047
Marshall Ye,15560,AW00026559,71,50 and Above,Regular,2013-05-15,147,1,39,2,2,147,39,0.26530612244898
Marshall Yuan,8979,AW00019978,49,40 - 49,VIP,2013-06-10,146,2,6060,5,5,166,3030,36.5060240963855
Marshall Zeng,9988,AW00020987,42,40 - 49,Regular,2013-04-15,148,2,4132,4,4,165,2066,25.0424242424242
Marshall Zhao,11034,AW00022033,78,50 and Above,Regular,2013-11-14,141,2,3918,3,3,160,1959,24.4875
Marshall Zhu,17686,AW00028685,44,40 - 49,Regular,2012-03-02,161,1,2049,1,1,161,2049,12.7267080745342
Martha Chow,17645,AW00028644,43,40 - 49,Regular,2011-05-12,171,1,3578,1,1,171,3578,20.9239766081871
Martha Gao,2583,AW00013582,73,50 and Above,Regular,2013-08-28,144,2,78,4,4,151,39,0.516556291390728
Martha Guo,17537,AW00028536,56,50 and Above,Regular,2013-02-23,150,1,14,2,2,150,14,0.0933333333333333
Martha Hee,17902,AW00028901,67,50 and Above,Regular,2013-07-21,145,1,2443,1,1,145,2443,16.848275862069
Martha Hu,2465,AW00013464,83,50 and Above,Regular,2013-06-16,146,2,4502,2,2,160,2251,28.1375
Martha Huang,15409,AW00026408,69,50 and Above,Regular,2013-08-28,144,1,39,2,2,144,39,0.270833333333333
Martha Li,17967,AW00028966,65,50 and Above,Regular,2011-06-14,170,1,3578,1,1,170,3578,21.0470588235294
Martha Liang,5526,AW00016525,42,40 - 49,Regular,2013-05-06,147,2,4752,3,3,175,2376,27.1542857142857
Martha Lin,9679,AW00020678,43,40 - 49,Regular,2013-08-13,144,1,1155,2,2,144,1155,8.02083333333333
Martha Lu,10256,AW00021255,80,50 and Above,Regular,2013-03-08,149,1,32,2,2,149,32,0.214765100671141
Martha Ma,18106,AW00029105,44,40 - 49,Regular,2013-04-14,148,1,6,2,2,148,6,0.0405405405405405
Martha She,11252,AW00022251,44,40 - 49,VIP,2013-08-24,144,2,5971,3,3,170,2985,35.1235294117647
Martha Sun,15395,AW00026394,74,50 and Above,Regular,2013-10-07,142,1,34,2,2,142,34,0.23943661971831
Martha Wang,13273,AW00024272,63,50 and Above,Regular,2013-10-02,142,2,2736,4,4,154,1368,17.7662337662338
Martha Wu,14470,AW00025469,55,50 and Above,Regular,2013-04-20,148,1,40,2,2,148,40,0.27027027027027
Martha Xu,5352,AW00016351,65,50 and Above,VIP,2013-12-03,140,2,5873,2,2,176,2936,33.3693181818182
Martha Yang,11211,AW00022210,55,50 and Above,Regular,2013-06-11,146,1,35,1,1,146,35,0.23972602739726
Martha Ye,11201,AW00022200,63,50 and Above,Regular,2013-12-15,140,2,4660,3,3,160,2330,29.125
Martha Zeng,6845,AW00017844,45,40 - 49,Regular,2013-05-12,147,2,196,5,5,149,98,1.31543624161074
Martha Zhao,17543,AW00028542,40,40 - 49,Regular,2013-02-18,150,1,79,2,2,150,79,0.526666666666667
Martha Zheng,2797,AW00013796,56,50 and Above,Regular,2013-11-01,141,1,40,2,2,141,40,0.283687943262411
Martha Zhou,3805,AW00014804,46,40 - 49,Regular,2013-07-28,145,2,139,4,4,148,69,0.939189189189189
Martin Fernandez,17646,AW00028645,49,40 - 49,Regular,2011-05-05,171,1,3578,1,1,171,3578,20.9239766081871
Martin Garcia,12333,AW00023332,59,50 and Above,Regular,2013-06-21,146,2,4144,2,2,158,2072,26.2278481012658
Martin Gonzalez,11833,AW00022832,72,50 and Above,Regular,2013-03-13,149,1,14,2,2,149,14,0.0939597315436242
Martin Kapoor,9579,AW00020578,67,50 and Above,Regular,2013-12-20,140,1,31,3,3,140,31,0.221428571428571
Martin Lopez,10865,AW00021864,71,50 and Above,Regular,2013-06-28,146,1,29,2,2,146,29,0.198630136986301
Martin Madan,13912,AW00024911,43,40 - 49,Regular,2013-07-31,145,1,103,4,4,145,103,0.710344827586207
Martin Malhotra,1652,AW00012651,70,50 and Above,Regular,2013-10-05,142,1,9,1,1,142,9,0.0633802816901408
Martin Martinez,13136,AW00024135,44,40 - 49,Regular,2013-03-28,149,1,2419,2,2,149,2419,16.2348993288591
Martin Patel,8867,AW00019866,72,50 and Above,Regular,2013-09-28,143,1,70,1,1,143,70,0.48951048951049
Martin Perez,8578,AW00019577,48,40 - 49,VIP,2013-04-26,148,2,6037,5,5,168,3018,35.9345238095238
Martin Prasad,4090,AW00015089,50,50 and Above,VIP,2013-12-12,140,2,5895,3,3,167,2947,35.2994011976048
Martin Raman,6710,AW00017709,53,50 and Above,Regular,2013-10-30,142,2,79,5,5,149,39,0.530201342281879
Martin Rana,13214,AW00024213,68,50 and Above,Regular,2013-09-19,143,1,1214,4,4,143,1214,8.48951048951049
Martin Rienstra,15733,AW00026732,62,50 and Above,Regular,2013-09-20,143,1,89,3,3,143,89,0.622377622377622
Martin Rodriguez,8679,AW00019678,48,40 - 49,Regular,2013-03-21,149,1,1120,1,1,149,1120,7.51677852348993
Martin Sai,10222,AW00021221,58,50 and Above,Regular,2013-07-29,145,1,30,1,1,145,30,0.206896551724138
Martin Sanchez,10632,AW00021631,49,40 - 49,Regular,2013-07-14,145,1,7,2,2,145,7,0.0482758620689655
Martin Sara,11810,AW00022809,75,50 and Above,Regular,2013-12-30,140,1,39,2,2,140,39,0.278571428571429
Martin Srini,7630,AW00018629,49,40 - 49,Regular,2013-08-20,144,1,25,1,1,144,25,0.173611111111111
Martin Subram,8591,AW00019590,45,40 - 49,Regular,2013-03-01,149,1,32,2,2,149,32,0.214765100671141
Martin Suri,5590,AW00016589,67,50 and Above,VIP,2013-09-17,143,3,7343,6,6,159,2447,46.1823899371069
Martin Vance,14605,AW00025604,51,50 and Above,Regular,2013-12-17,140,1,1174,2,2,140,1174,8.38571428571429
Marty Simpson,15293,AW00026292,48,40 - 49,Regular,2013-08-05,144,2,4456,5,5,162,2228,27.5061728395062
Marvin Alvarez,12652,AW00023651,47,40 - 49,Regular,2013-08-09,144,2,3918,3,3,155,1959,25.2774193548387
Marvin Browning,18401,AW00029400,49,40 - 49,Regular,2013-03-16,149,2,3993,5,5,171,1996,23.3508771929825
Marvin Diaz,16943,AW00027942,60,50 and Above,Regular,2013-01-30,151,1,29,2,2,151,29,0.19205298013245
Marvin Dominguez,14450,AW00025449,47,40 - 49,Regular,2013-10-29,142,1,609,4,4,142,609,4.2887323943662
Marvin Ferrier,3384,AW00014383,75,50 and Above,Regular,2013-08-11,144,1,57,2,2,144,57,0.395833333333333
Marvin Gill,6822,AW00017821,44,40 - 49,Regular,2013-04-18,148,1,6,2,2,148,6,0.0405405405405405
Marvin Gomez,17480,AW00028479,40,40 - 49,Regular,2013-04-21,148,1,831,3,3,148,831,5.61486486486486
Marvin Gutierrez,14939,AW00025938,70,50 and Above,Regular,2013-11-02,141,2,1308,5,5,165,654,7.92727272727273
Marvin Hernandez,12078,AW00023077,73,50 and Above,Regular,2013-03-23,149,1,7,2,2,149,7,0.0469798657718121
Marvin Johnsen,11515,AW00022514,42,40 - 49,Regular,2014-01-14,139,1,59,2,2,139,59,0.424460431654676
Marvin Moreno,1806,AW00012805,52,50 and Above,VIP,2013-10-06,142,3,6522,7,7,166,2174,39.289156626506
Marvin Munoz,3681,AW00014680,53,50 and Above,Regular,2014-01-28,139,2,164,5,5,141,82,1.16312056737589
Marvin Navarro,17725,AW00028724,45,40 - 49,Regular,2012-04-23,160,1,2049,1,1,160,2049,12.80625
Marvin Ortega,13994,AW00024993,62,50 and Above,Regular,2013-12-09,140,1,61,3,3,140,61,0.435714285714286
Marvin Ramos,17139,AW00028138,61,50 and Above,Regular,2014-01-25,139,1,7,2,2,139,7,0.0503597122302158
Marvin Rubio,11078,AW00022077,57,50 and Above,Regular,2013-04-06,148,1,30,1,1,148,30,0.202702702702703
Marvin Ruiz,7797,AW00018796,72,50 and Above,Regular,2013-10-09,142,1,23,2,2,142,23,0.161971830985915
Marvin Sanz,8613,AW00019612,51,50 and Above,VIP,2013-05-23,147,2,6029,3,3,168,3014,35.8869047619048
Marvin Serrano,6317,AW00017316,54,50 and Above,Regular,2013-11-28,141,2,97,5,5,141,48,0.687943262411348
Marvin Suarez,11444,AW00022443,50,50 and Above,Regular,2013-06-02,146,1,554,3,3,146,554,3.79452054794521
Marvin Torres,16886,AW00027885,58,50 and Above,Regular,2013-09-28,143,1,604,2,2,143,604,4.22377622377622
Marvin Vazquez,10954,AW00021953,52,50 and Above,Regular,2013-04-21,148,1,35,1,1,148,35,0.236486486486486
Mary Adams,1951,AW00012950,55,50 and Above,Regular,2013-10-22,142,2,4760,3,3,163,2380,29.2024539877301
Mary Allen,10204,AW00021203,53,50 and Above,Regular,2013-08-27,144,2,4634,3,2,163,2317,28.4294478527607
Mary Baker,9307,AW00020306,40,40 - 49,Regular,2013-05-01,147,1,70,1,1,147,70,0.476190476190476
Mary Carter,5822,AW00016821,61,50 and Above,VIP,2013-08-19,144,3,7221,9,7,157,2407,45.9936305732484
Mary Collins,17592,AW00028591,64,50 and Above,Regular,2013-07-27,145,1,35,1,1,145,35,0.241379310344828
Mary Edwards,3482,AW00014481,59,50 and Above,Regular,2013-07-28,145,2,3360,4,4,152,1680,22.1052631578947
Mary Evans,6357,AW00017356,43,40 - 49,Regular,2014-01-11,139,1,14,2,2,139,14,0.100719424460432
Mary Foster,13113,AW00024112,56,50 and Above,Regular,2013-10-12,142,1,1155,2,2,142,1155,8.13380281690141
Mary Gonzalez,3044,AW00014043,63,50 and Above,Regular,2013-03-05,149,1,57,2,2,149,57,0.38255033557047
Mary Green,3751,AW00014750,63,50 and Above,Regular,2013-09-22,143,2,1612,5,5,167,806,9.65269461077844
Mary Hall,9278,AW00020277,82,50 and Above,Regular,2013-05-03,147,1,5,1,1,147,5,0.0340136054421769
Mary Hernandez,6273,AW00017272,61,50 and Above,Regular,2013-06-16,146,1,1715,3,3,146,1715,11.7465753424658
Mary Hill,14623,AW00025622,46,40 - 49,Regular,2013-06-15,146,1,2398,3,3,146,2398,16.4246575342466
Mary Howard,16921,AW00027920,47,40 - 49,VIP,2013-11-07,141,2,5997,3,3,174,2998,34.4655172413793
Mary King,15710,AW00026709,64,50 and Above,Regular,2013-10-10,142,1,69,3,3,142,69,0.485915492957747
Mary Lopez,5102,AW00016101,50,50 and Above,Regular,2013-10-14,142,1,2322,2,2,142,2322,16.3521126760563
Mary Mitchell,2217,AW00013216,73,50 and Above,Regular,2013-05-08,147,1,96,3,3,147,96,0.653061224489796
Mary Nelson,2108,AW00013107,57,50 and Above,VIP,2013-11-21,141,3,5651,6,5,158,1883,35.7658227848101
Mary Parker,7413,AW00018412,65,50 and Above,Regular,2013-12-20,140,1,2320,1,1,140,2320,16.5714285714286
Mary Patterson,814,AW00011813,52,50 and Above,VIP,2013-06-28,146,2,5953,3,3,166,2976,35.8614457831325
Mary Perez,15611,AW00026610,57,50 and Above,Regular,2013-08-29,144,2,4509,3,3,158,2254,28.5379746835443
Mary Peterson,8220,AW00019219,63,50 and Above,Regular,2013-04-22,148,1,79,2,2,148,79,0.533783783783784
Mary Phillips,11971,AW00022970,43,40 - 49,Regular,2013-02-15,150,1,79,4,4,150,79,0.526666666666667
Mary Ramos,4020,AW00015019,69,50 and Above,Regular,2013-08-25,144,2,73,4,4,149,36,0.48993288590604
Mary Roberts,18148,AW00029147,59,50 and Above,Regular,2011-07-27,169,1,3578,1,1,169,3578,21.1715976331361
Mary Sandidge,3017,AW00014016,69,50 and Above,Regular,2013-09-05,143,2,121,5,5,145,60,0.83448275862069
Mary Scott,14625,AW00025624,51,50 and Above,Regular,2013-05-14,147,1,39,3,3,147,39,0.26530612244898
Mary Smith,17438,AW00028437,44,40 - 49,Regular,2013-11-30,141,1,567,4,4,141,567,4.02127659574468
Mary Turner,11016,AW00022015,39,30 - 39,Regular,2013-07-08,145,1,5,1,1,145,5,0.0344827586206897
Mary Wright,7563,AW00018562,51,50 and Above,Regular,2013-10-10,142,1,1732,4,4,142,1732,12.1971830985915
Mary Young,6690,AW00017689,48,40 - 49,Regular,2013-07-14,145,1,5,1,1,145,5,0.0344827586206897
Masaki Umeda,5718,AW00016717,45,40 - 49,Regular,2013-09-17,143,3,234,10,10,148,78,1.58108108108108
Masato Kawai,14664,AW00025663,41,40 - 49,Regular,2013-08-13,144,1,95,3,3,144,95,0.659722222222222
Mason Adams,9529,AW00020528,69,50 and Above,Regular,2013-03-06,149,1,64,3,3,149,64,0.429530201342282
Mason Allen,6626,AW00017625,57,50 and Above,Regular,2013-09-27,143,1,2432,5,5,143,2432,17.006993006993
Mason Baker,2271,AW00013270,86,50 and Above,Regular,2013-09-27,143,1,2395,5,5,143,2395,16.7482517482517
Mason Bendixen,16412,AW00027411,72,50 and Above,Regular,2013-06-04,146,1,23,2,2,146,23,0.157534246575342
Mason Blue,8132,AW00019131,47,40 - 49,Regular,2013-12-12,140,1,1725,2,2,140,1725,12.3214285714286
Mason Brooks,10143,AW00021142,59,50 and Above,Regular,2013-12-22,140,1,78,4,4,140,78,0.557142857142857
Mason Campbell,15990,AW00026989,48,40 - 49,Regular,2013-02-02,150,1,25,2,2,150,25,0.166666666666667
Mason Carter,12888,AW00023887,54,50 and Above,Regular,2013-12-03,140,1,549,2,2,140,549,3.92142857142857
Mason Collins,10369,AW00021368,42,40 - 49,Regular,2013-06-29,146,1,15,2,2,146,15,0.102739726027397
Mason Cook,6615,AW00017614,55,50 and Above,Regular,2013-08-09,144,1,1701,1,1,144,1701,11.8125
Mason Edwards,6551,AW00017550,72,50 and Above,Regular,2013-12-19,140,1,5,1,1,140,5,0.0357142857142857
Mason Evans,4440,AW00015439,66,50 and Above,Regular,2013-10-16,142,2,3804,3,3,153,1902,24.8627450980392
Mason Gonzalez,15359,AW00026358,93,50 and Above,Regular,2013-05-15,147,1,23,2,2,147,23,0.156462585034014
Mason Gray,11090,AW00022089,59,50 and Above,Regular,2013-04-08,148,1,554,3,3,148,554,3.74324324324324
Mason Green,16549,AW00027548,48,40 - 49,Regular,2013-12-23,140,1,27,3,3,140,27,0.192857142857143
Mason Hall,11865,AW00022864,52,50 and Above,Regular,2013-07-23,145,1,571,4,4,145,571,3.93793103448276
Mason Hernandez,16783,AW00027782,49,40 - 49,Regular,2013-02-25,150,1,48,3,3,150,48,0.32
Mason Hill,7443,AW00018442,79,50 and Above,Regular,2013-12-15,140,1,2312,4,4,140,2312,16.5142857142857
Mason Howard,10398,AW00021397,39,30 - 39,Regular,2013-07-17,145,1,50,3,3,145,50,0.344827586206897
Mason James,14361,AW00025360,52,50 and Above,Regular,2013-10-13,142,1,32,3,3,142,32,0.225352112676056
Mason Kelly,18371,AW00029370,92,50 and Above,Regular,2013-10-01,142,1,98,4,4,142,98,0.690140845070423
Mason King,11772,AW00022771,69,50 and Above,Regular,2014-01-08,139,1,77,3,3,139,77,0.553956834532374
Mason Lopez,11924,AW00022923,50,50 and Above,Regular,2013-12-28,140,1,22,1,1,140,22,0.157142857142857
Mason Mitchell,5643,AW00016642,73,50 and Above,Regular,2013-11-26,141,1,40,2,2,141,40,0.283687943262411
Mason Morris,11350,AW00022349,58,50 and Above,Regular,2013-08-17,144,1,125,2,2,144,125,0.868055555555556
Mason Murphy,18164,AW00029163,61,50 and Above,Regular,2011-07-11,169,1,3578,1,1,169,3578,21.1715976331361
Mason Nelson,10335,AW00021334,66,50 and Above,Regular,2013-08-04,144,1,1155,2,2,144,1155,8.02083333333333
Mason Parker,14924,AW00025923,66,50 and Above,Regular,2013-02-02,150,1,6,2,2,150,6,0.04
Mason Peterson,7571,AW00018570,54,50 and Above,Regular,2013-03-09,149,1,1174,2,2,149,1174,7.87919463087248
Mason Phillips,5916,AW00016915,46,40 - 49,Regular,2013-11-28,141,1,2375,2,2,141,2375,16.8439716312057
Mason Ramirez,14108,AW00025107,45,40 - 49,Regular,2013-05-30,147,2,2143,5,5,155,1071,13.8258064516129
Mason Richardson,11888,AW00022887,60,50 and Above,Regular,2013-04-27,148,1,578,4,4,148,578,3.90540540540541
Mason Rivera,9474,AW00020473,55,50 and Above,Regular,2014-01-26,139,1,15,2,2,139,15,0.107913669064748
Mason Roberts,177,AW00011176,46,40 - 49,Regular,2014-01-27,139,28,1317,60,27,150,47,8.78
Mason Rogers,1780,AW00012779,63,50 and Above,VIP,2013-08-22,144,2,5980,5,5,164,2990,36.4634146341463
Mason Sanchez,17801,AW00028800,61,50 and Above,Regular,2013-11-07,141,1,25,1,1,141,25,0.177304964539007
Mason Sanders,12460,AW00023459,64,50 and Above,Regular,2013-09-20,143,1,40,2,2,143,40,0.27972027972028
Mason Scott,12552,AW00023551,44,40 - 49,Regular,2013-09-19,143,1,40,2,2,143,40,0.27972027972028
Mason Stewart,12781,AW00023780,50,50 and Above,Regular,2013-03-28,149,1,1751,2,2,149,1751,11.751677852349
Mason Ward,12841,AW00023840,44,40 - 49,Regular,2013-11-22,141,1,540,1,1,141,540,3.82978723404255
Mason Watson,4294,AW00015293,43,40 - 49,Regular,2014-01-12,139,1,40,2,2,139,40,0.287769784172662
Mason Wright,5753,AW00016752,47,40 - 49,Regular,2013-08-17,144,1,2512,4,4,144,2512,17.4444444444444
Mason Young,16428,AW00027427,65,50 and Above,Regular,2013-10-19,142,2,4490,3,3,153,2245,29.3464052287582
Mathew Alvarez,6495,AW00017494,70,50 and Above,Regular,2013-05-27,147,2,112,3,3,147,56,0.761904761904762
Mathew Blanco,1596,AW00012595,59,50 and Above,Regular,2013-08-04,144,2,40,3,3,149,20,0.268456375838926
Mathew Carlson,12013,AW00023012,73,50 and Above,Regular,2013-09-07,143,1,5,1,1,143,5,0.034965034965035
Mathew Dominguez,5434,AW00016433,50,50 and Above,Regular,2013-06-02,146,2,4697,5,5,153,2348,30.6993464052288
Mathew Ferrier,12427,AW00023426,48,40 - 49,Regular,2013-10-13,142,1,40,2,2,142,40,0.28169014084507
Mathew Gill,16487,AW00027486,64,50 and Above,Regular,2013-12-07,140,2,1372,5,5,152,686,9.02631578947369
Mathew Hernandez,4185,AW00015184,62,50 and Above,Regular,2013-10-01,142,2,4441,5,4,154,2220,28.8376623376623
Mathew Moreno,15091,AW00026090,53,50 and Above,VIP,2013-08-23,144,2,5819,3,3,165,2909,35.2666666666667
Mathew Munoz,9799,AW00020798,61,50 and Above,Regular,2013-07-09,145,1,124,4,4,145,124,0.855172413793103
Mathew Navarro,8674,AW00019673,75,50 and Above,Regular,2013-08-24,144,1,37,2,2,144,37,0.256944444444444
Mathew Ortega,14540,AW00025539,57,50 and Above,Regular,2013-05-13,147,1,1278,3,3,147,1278,8.69387755102041
Mathew Ramos,17962,AW00028961,49,40 - 49,Regular,2013-04-12,148,1,2478,4,4,148,2478,16.7432432432432
Mathew Romero,5044,AW00016043,45,40 - 49,Regular,2013-12-06,140,2,62,3,3,147,31,0.421768707482993
Mathew Rubio,934,AW00011933,43,40 - 49,VIP,2013-06-27,146,2,5933,3,3,166,2966,35.7409638554217
Mathew Sanz,3558,AW00014557,39,30 - 39,Regular,2014-01-23,139,2,118,4,4,151,59,0.781456953642384
Mathew Serrano,18187,AW00029186,46,40 - 49,Regular,2013-09-17,143,1,604,2,2,143,604,4.22377622377622
